epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,327.383,0.20108,0.97148,1,0.10184,0.000551937,0.000551937,0.000551937
